"","State","Year","NDVI","Tr_State","Post","DiD","Rainfall_June","RainyDays_June","Rainfall_May","RainyDays_May","Rainfall_P1","RainyDays_P1","Rainfall_P2","RainyDays_P2","Temp_June","Temp_May","Temp_P1","Temp_P2","Time_To_Treatment","Log_NDVI","Log_Rainfall_June","Log_Rainfall_May","Log_Temp_June","Log_Temp_May","GSDP","AgGDP","Population","SoD","RiceT","RiceK"
"75","Gujarat",2016,0.242229166,0,1,0,55.440819444,30,3.517430066,31,0.345341245,28,0.137236058,24,305.236570333333,305.945396129032,302.286336585366,299.214644878049,7,-1.41787103397363,4.01531613550834,1.25773062807458,5.72108711639098,5.72340664200658,NA,NA,NA,NA,NA,NA
"76","Haryana",2002,0.242850933,1,0,0,36.445160625,30,23.520311488,27,6.744081405,38,4.13391997,38,306.744965,307.127704516129,299.734333658537,295.886244634146,-7,-1.41530746832006,3.59580868215057,3.15786436648015,5.72601666943838,5.72726363671589,NA,NA,NA,NA,"905.66","905.66"
"77","Haryana",2003,0.244769736,1,0,0,51.208851441,29,13.88724978,28,13.017617986,38,2.851723195,33,307.382062,305.413791935484,299.304435121951,295.193837317073,-6,-1.40743736343745,3.93591239681052,2.63097113716166,5.7280914754656,5.72166755199891,NA,NA,NA,NA,"1015.19","1015.19"
"78","Haryana",2004,0.269674419,1,0,0,48.084241387,30,8.128779114,25,1.173340452,25,12.916471808,27,305.20217,306.031651935484,301.674222195122,294.485744146341,-5,-1.31053990316813,3.87295450154005,2.0954107418033,5.72097440947677,5.72368853430073,9579512,2097146,NA,109,"1024.24","1024.24"
"79","Haryana",2005,0.26467087,1,0,0,71.438779048,30,17.666346278,30,13.430523323,37,1.212182758,22,307.509194,305.199137096774,298.717042682927,295.411066097561,-4,-1.32926822491713,4.26884084582869,2.87166148951202,5.72850498598659,5.72096447206939,10460779,2175379,NA,NA,"1046.61","1046.61"
"80","Haryana",2006,0.267037322,1,0,0,63.191223558,30,21.101068453,31,30.526993079,41,13.041489954,40,305.495519,306.629503225806,298.209731219512,296.498544878049,-3,-1.32036684757905,4.14616542375663,3.04932367678292,5.7219351107463,5.72564018889822,11634434,2735729,23248,NA,"1042.06","1042.06"
"81","Haryana",2007,0.278205479,1,0,0,64.349882599,30,16.912284924,31,55.169480284,29,1.81653176,22,306.617780333333,306.044901290323,299.379103658537,296.124774390244,-2,-1.27939530522231,4.16433510962711,2.82804027643157,5.72560195671102,5.72373182743056,12617076,3219437,NA,NA,"1072.57","1072.57"
"82","Haryana",2008,0.34034481,1,0,0,210.03085005,30,48.557376602,31,32.344166439,40,8.155410064,30,303.277900666667,304.172852903226,298.818844146341,296.662957804878,-1,-1.07779602821282,5.34725442492799,3.88274612144511,5.71464954908793,5.71759613489369,13647794,4013723,NA,NA,"1211.17","1211.17"
"83","Haryana",2009,0.203002,1,1,1,20.470306653,27,19.926702447,30,24.757991291,37,4.540492217,28,307.523005,305.747060967742,298.477801219512,295.40284195122,0,-1.59453944777213,3.01897538016675,2.99206066378661,5.72854989745635,5.72275816198712,NA,NA,NA,NA,"1206.45","1206.45"
"84","Haryana",2010,0.241576313,1,1,1,50.394558049,30,19.814043911,31,2.849606073,35,15.929398681,34,306.455672,307.509581290323,302.498839512195,296.100471219512,1,-1.42056985994647,3.91988319402933,2.98639097470867,5.72507311848945,5.72850624542887,NA,NA,NA,NA,NA,NA
"85","Haryana",2011,0.279879757,1,1,1,83.203377139,30,25.350381547,31,17.417097115,41,0.331833878,30,305.023532333333,305.766808387097,297.843198292683,296.139612926829,2,-1.27339520733406,4.42128793761637,3.23279378108763,5.72038892882236,5.72282274733948,NA,NA,NA,NA,NA,NA
"86","Haryana",2012,0.202907532,1,1,1,5.880817606,29,3.324574237,31,14.776068944,41,7.324844085,34,308.469519333333,306.076236451613,297.82257,294.753035121951,3,-1.59500491110452,1.77169580088362,1.20134161688628,5.73162303565483,5.72383420965324,NA,NA,NA,NA,NA,NA
"87","Haryana",2013,0.248099544,1,1,1,61.407792909,30,3.782578579,24,29.051386572,37,14.097386591,28,305.766304666667,306.427260645161,298.099514634146,294.77756804878,4,-1.39392522625463,4.11753674744141,1.33040594082017,5.7228210999375,5.7249804046828,NA,NA,NA,NA,NA,NA
"88","Haryana",2014,0.246478427,1,1,1,20.949131298,25,16.189284777,31,53.366982712,40,9.107624377,28,307.807064666667,304.463096451613,296.904191219512,295.433548536585,5,-1.40048080657063,3.04209718001917,2.78434958987616,5.7294731732748,5.71854988588621,NA,NA,NA,NA,NA,NA
"89","Haryana",2015,0.241135072,1,1,1,68.27139921,30,13.043101775,30,84.238504128,37,17.257871813,40,305.471294,306.179209032258,297.40070902439,296.602845121951,6,-1.42239803776289,4.22349092645965,2.56825939439381,5.7218558102033,5.72417058095831,NA,NA,NA,NA,NA,NA
"90","Haryana",2016,0.297377551,1,1,1,57.997921705,30,29.605543397,28,29.712593201,32,0.061568294,26,306.817086333333,306.334125806452,299.569203902439,296.401799512195,7,-1.21275273200153,4.060407177232,3.38796162072156,5.72625176003275,5.72467642064762,NA,NA,NA,NA,NA,NA
"91","Himachal Pradesh",2002,0.348272752,0,0,0,72.37226717,30,32.94534898,31,48.395498715,41,23.058661332,41,285.795936666667,282.59624516129,276.172658780488,275.988835609756,-7,-1.05476933608012,4.28182317587111,3.49485009711587,5.65527804799325,5.64401918340098,NA,NA,NA,NA,"83.28","83.28"
"92","Himachal Pradesh",2003,0.339391333,0,0,0,67.589537859,30,77.688302301,31,127.174916904,41,31.037849108,41,285.558692333333,279.909870322581,275.382301707317,276.246945853658,-6,-1.08060146274849,4.21345320567211,4.3527046965032,5.65444758531762,5.63446765964593,NA,NA,NA,NA,"81.34","81.34"
"93","Himachal Pradesh",2004,0.35915603,0,0,0,78.08687045,30,29.911312175,31,40.713895674,41,34.112855461,41,284.968138,281.983030645161,278.062147073171,272.392806585366,-5,-1.02399836096006,4.35782193067738,3.39823674245857,5.65237737752773,5.64184689411037,2407658,474739,NA,30,"79.52","79.52"
"94","Himachal Pradesh",2005,0.312856643,0,0,0,72.92486716,30,74.36720919,31,137.331352305,41,10.159270171,41,284.836729666667,280.413035483871,274.99297097561,275.974915853659,-4,-1.16201020294508,4.28942969415459,4.30901510799253,5.65191613774857,5.6362636429667,2610733,514931,NA,NA,"79.37","79.37"
"95","Himachal Pradesh",2006,0.354154779,0,0,0,89.11188535,30,52.157638639,31,169.462037453,41,37.681837574,41,285.657918,283.367230322581,274.505100731707,276.597556829268,-3,-1.03802123259147,4.48989271895888,3.95427064510205,5.65479500402313,5.64674369009302,2848059,507211,6471.5,NA,"79.22","79.22"
"96","Himachal Pradesh",2007,0.382375893,0,0,0,114.226411955,30,57.83049568,31,159.445686507,41,12.348335562,40,287.118566333333,283.017718387097,279.093873414634,276.505778780488,-2,-0.96135114111007,4.73818254854606,4.05751624346315,5.65989525356042,5.64550950482505,3091673,582478,NA,NA,"78.56","78.56"
"97","Himachal Pradesh",2008,0.380840407,0,0,0,217.0888706,30,56.816812162,31,103.423159873,41,27.500859649,38,286.804224333333,281.69738483871,275.536881463415,275.997024878049,-1,-0.965374870874954,5.38030681163653,4.03983227069868,5.65879983781271,5.64083339134158,3321011,607806,NA,NA,"77.72","77.72"
"98","Himachal Pradesh",2009,0.3061595,0,1,0,39.155630271,30,53.673873835,31,102.913269046,40,70.521376465,41,285.095582,281.102469354839,275.194401463415,274.728128536585,0,-1.18364907099903,3.66754422489368,3.98292636236169,5.65282449948148,5.63871926248734,NA,NA,NA,NA,"76.19","76.19"
"99","Himachal Pradesh",2010,0.331429169,0,1,0,105.65856282,30,88.721178686,31,57.320225928,41,41.318201641,41,284.066598666667,282.600691935484,278.344962439024,274.498181463415,1,-1.10434116036148,4.66021278971294,4.48549862841373,5.64920871301725,5.64403491870986,NA,NA,NA,NA,NA,NA
"100","Himachal Pradesh",2011,0.376315392,0,1,0,120.310978886,30,35.525204884,31,156.734345648,41,20.148464632,41,284.958048333333,282.917865806452,274.655809512195,276.633408780488,2,-0.977327678684858,4.79007988137672,3.57024244128532,5.65234197060343,5.64515662868695,NA,NA,NA,NA,NA,NA
"101","Himachal Pradesh",2012,0.291740457,0,1,0,39.93626533,30,32.383071367,31,84.318645407,41,16.375034833,41,285.578446666667,281.395780645161,274.937553902439,275.391316585366,3,-1.23189071786201,3.6872848166051,3.47763579758067,5.65451676076426,5.63976215041422,NA,NA,NA,NA,NA,NA
"102","Himachal Pradesh",2013,0.377841987,0,1,0,240.18008075,30,40.138741272,31,84.585411331,41,48.413514571,41,285.532434,282.484595483871,275.302264146341,274.13946097561,4,-0.973279194568383,5.48138897843866,3.69234198443106,5.65435562684675,5.64362401983909,NA,NA,NA,NA,NA,NA
"103","Himachal Pradesh",2014,0.355627383,0,1,0,58.918819101,30,72.5118569,31,183.174552458,40,29.994182139,41,285.421615333333,281.014632903226,274.229978780488,275.762444390244,5,-1.03387177324526,4.07616054898014,4.28375009193713,5.65396743915218,5.63840674236663,NA,NA,NA,NA,NA,NA
"104","Himachal Pradesh",2015,0.340626694,0,1,0,100.23884405,30,49.70686461,31,163.178383909,41,53.494784879,41,284.173145666667,282.092846129032,275.297952926829,275.86126804878,6,-1.07696814036599,4.6075557786977,3.90614304449032,5.64958372022965,5.64223625834231,NA,NA,NA,NA,NA,NA
"105","Himachal Pradesh",2016,0.390781874,0,1,0,91.87823546,30,51.174565439,31,150.776778869,41,6.161385442,40,287.059796666667,283.050510645161,276.41173902439,277.765593170732,7,-0.93960574167014,4.52046417280409,3.93524263984545,5.65969054481255,5.64562536456216,NA,NA,NA,NA,NA,NA
"106","Jharkhand",2002,0.463286422,0,0,0,306.95244316,30,73.981257456,31,17.058714614,41,43.067456915,36,302.203476666667,303.839486451613,301.02596195122,295.782402439024,-7,-0.769409794133396,5.72669282731406,4.30381178350235,5.71110055429485,5.71649955686907,NA,NA,NA,NA,"1059.03","136.35"
"107","Jharkhand",2003,0.485165848,0,0,0,257.829672492,30,23.731865862,29,55.230991314,40,127.861999094,40,303.087826666667,304.65197516129,300.342133658537,296.235402682927,-6,-0.723264491858641,5.55229918276457,3.16681869618086,5.71402262049465,5.71917006005209,NA,NA,NA,NA,"2051.74","614.15"
"108","Jharkhand",2004,0.468212321,0,0,0,221.00593267,30,24.164924294,30,10.281328978,34,17.710369055,28,301.987354333333,304.918543870968,302.159497317073,295.237974634146,-5,-0.758833408594517,5.39818954581807,3.18490217241401,5.71038514342974,5.72004467166255,5975772,679460,NA,21,"1134.23","153.62"
"109","Jharkhand",2005,0.463301376,0,0,0,170.269695287,30,26.487318944,29,30.93384412,38,130.502636195,28,305.305754666667,304.565577741935,300.716861951219,295.475224878049,-4,-0.769377516566103,5.13738362284383,3.27666608804486,5.72131374878253,5.71888642600536,5784841,736560,NA,NA,"1104.12","149.37"
"110","Jharkhand",2006,0.500642732,0,0,0,192.89622176,30,104.65546956,31,36.409658602,41,30.250135658,36,302.226829333333,302.928232258064,300.387635365854,296.493612682927,-3,-0.691862542061434,5.26215233319835,4.6506737127914,5.71117782595528,5.71349592022015,5922572,865457,29967,NA,"1179.21","183.64"
"111","Jharkhand",2007,0.454609532,0,0,0,210.839019839,30,49.92063503,31,38.198648244,27,24.537225621,37,302.942234333333,303.675518387097,300.300166829268,296.298870487805,-2,-0.788316399899663,5.35109490313822,3.91043444493379,5.71354214156958,5.71595975763056,7137711,993415,NA,NA,"1198.06","183.31"
"112","Jharkhand",2008,0.466021612,0,0,0,403.4709773,30,44.185959316,31,23.851418695,32,3.245327235,37,300.770324,304.026815806452,300.54537,296.796148292683,-1,-0.763523268249499,6.00010455773773,3.78840707608429,5.70634693029388,5.7171159074056,7012946,1242345,NA,NA,"1196.87","188.44"
"113","Jharkhand",2009,0.4733021,0,1,0,74.542884582,30,129.397466931,30,8.97707884100001,40,26.702166697,26,304.920928666667,303.444951612903,301.460566829268,296.447466585366,0,-0.7480214051476,4.31137459174614,4.86288880638061,5.72005249272303,5.7152002155078,NA,NA,NA,NA,"825.79","0"
"114","Jharkhand",2010,0.479916344,0,1,0,144.716142661,30,51.573935967,31,6.251436402,34,57.442912774,41,304.495138666667,304.667813225806,303.802998292683,297.436195609756,1,-0.734143473602639,4.97477418692447,3.94301642795439,5.71865512205261,5.71922204610217,NA,NA,NA,NA,NA,NA
"115","Jharkhand",2011,0.465999084,0,1,0,397.99029784,30,55.058891366,31,32.142300088,41,22.702343825,36,302.023938333333,303.835520645161,300.545069268293,296.213382926829,2,-0.763571610523659,5.98642762770087,4.0084033644954,5.7105062802379,5.71648650447624,NA,NA,NA,NA,NA,NA
"116","Jharkhand",2012,0.442166281,0,1,0,147.281764322,30,11.88091412,31,15.454741453,41,61.607420243,32,305.322601333333,305.760232258064,300.46019804878,295.469574390244,3,-0.816069266292961,4.99234751622569,2.47493325710224,5.72136892691668,5.72280124010073,NA,NA,NA,NA,NA,NA
"117","Jharkhand",2013,0.494345144,0,1,0,216.84500834,30,90.058094425,31,27.158002152,33,124.480440328,30,301.785475,304.416383870968,301.019196341463,295.333537073171,4,-0.70452133368714,5.37918285106324,4.50045495569998,5.70971641727629,5.71839644803111,NA,NA,NA,NA,NA,NA
"118","Jharkhand",2014,0.462970703,0,1,0,177.596205559,30,77.552734502,28,6.367628411,36,38.874742389,32,304.009792666667,304.223817096774,300.53038097561,295.969111219512,5,-0.770091503355826,5.17951246523411,4.35095815014853,5.7170599136067,5.71776367096409,NA,NA,NA,NA,NA,NA
"119","Jharkhand",2015,0.462424659,0,1,0,216.06294588,30,48.323481395,31,58.759398906,40,25.209219105,41,303.105446666667,304.886139354839,299.946854634146,297.39848804878,6,-0.771271634758675,5.37556978134185,3.87791759976876,5.71408075376923,5.71993839331785,NA,NA,NA,NA,NA,NA
"120","Jharkhand",2016,0.476439956,0,1,0,138.1638982,30,59.57112486,31,19.506680043,35,5.75281317,31,303.725579666667,304.002933548387,302.57143,296.485328048781,7,-0.741413574321049,4.9284406485533,4.08717097445711,5.71612459526369,5.71703735118988,NA,NA,NA,NA,NA,NA
"121","Karnataka",2002,0.390975477,0,0,0,219.254117,30,78.847852677,31,25.18454811,41,132.180558199,41,298.858585333333,301.935600322581,302.002020731707,297.598762439024,-7,-0.939110439633746,5.39023140872708,4.36752008002617,5.69997050275902,5.71021375067018,NA,NA,NA,NA,"1154.79","1030.45"
"122","Karnataka",2003,0.350331019,0,0,0,193.0270647,30,15.02568483,31,42.408909315,41,87.027519132,41,300.151614333333,303.367839677419,301.969876585366,298.018153170732,-6,-1.04887680288455,5.26283041067957,2.70976105875028,5.70428772810529,5.71494606155123,NA,NA,NA,NA,"1073.92","944.29"
"123","Karnataka",2004,0.387542597,0,0,0,200.2740618,30,175.65856397,31,39.232214477,41,80.797815065,41,298.575158333333,300.126796774194,302.167434146341,297.848935365854,-5,-0.947929508488411,5.29968673753148,5.16854213340147,5.69902168785104,5.70420504127633,16674713,2645533,NA,70,"1308.18","1055.09"
"124","Karnataka",2005,0.39817098,0,0,0,204.8245616,30,52.929813932,31,42.755011575,41,189.623304571,38,299.826929,302.593276774194,301.529461219512,296.49274902439,-4,-0.920873767958546,5.32215381566186,3.96896677050381,5.70320540485011,5.71238958291243,18427703,3258811,NA,NA,"1485.17","1076.03"
"125","Karnataka",2006,0.420187893,0,0,0,241.65152777,30,176.242283086,31,25.661469024,41,126.30506726,41,298.875405666667,301.675299032258,301.343718292683,297.837181707317,-3,-0.867053303456576,5.48749672051402,5.17185965682461,5.70002678308971,5.70935127019894,20266010,3326756,56973,NA,"1395.68","1066.99"
"126","Karnataka",2007,0.402855531,0,0,0,363.4940826,30,78.35600035,31,27.978777415,41,142.529213963,37,299.017784666667,301.942206774194,302.093990487805,297.362645609756,-2,-0.909177265177125,5.89576301788646,4.36126254978795,5.70050305211232,5.71023563076425,22820215,3902162,NA,NA,"1416.33","1051.46"
"127","Karnataka",2008,0.389266824,0,0,0,173.7607453,30,67.431552032,31,157.405071191,41,93.091790663,41,298.948063666667,301.770331290323,300.121907560976,297.490846341464,-1,-0.943490247622093,5.15767932598591,4.21111303941769,5.70026985819159,5.70966623563767,24442138,4061267,NA,NA,"1513.99","1129.89"
"128","Karnataka",2009,0.4181792,0,1,0,186.47305235,30,93.800146057,31,35.52338568,41,146.112547796,41,299.474479666667,302.034437096774,301.77334,297.97801195122,0,-0.871845230192486,5.22828673722307,4.54116641312184,5.70202920413084,5.7105410409957,NA,NA,NA,NA,"1486.49","1102.24"
"129","Karnataka",2010,0.421158562,0,1,0,230.9051227,30,52.83254148,31,20.936470214,41,216.8220037,41,299.739297333333,302.864890645161,302.499296097561,297.391568536585,1,-0.864745884378741,5.44200690190906,3.96712731677666,5.70291308796019,5.71328680060245,NA,NA,NA,NA,NA,NA
"130","Karnataka",2011,0.411410265,0,1,0,216.5948885,30,62.013454128,31,26.750789591,41,130.398181407,39,298.631606666667,301.815731935484,301.13422902439,297.840749268293,2,-0.888164350689048,5.3780287354888,4.12735136356807,5.69921072902341,5.70981667199799,NA,NA,NA,NA,NA,NA
"131","Karnataka",2012,0.375950452,0,1,0,192.32687635,30,40.967959992,31,21.388128261,41,126.030200374,38,299.588689666667,302.104978064516,301.814175609756,297.289120243902,3,-0.978297920871286,5.25919640543936,3.71279029759269,5.70241049948409,5.71077456645784,NA,NA,NA,NA,NA,NA
"132","Karnataka",2013,0.389297033,0,1,0,296.2750904,30,67.808536244,31,8.816824411,41,105.719141543,41,298.216225333333,302.560484516129,302.244404390244,297.389845853659,4,-0.943412645766463,5.6912883821964,4.21668809032503,5.69781881176032,5.71228120629745,NA,NA,NA,NA,NA,NA
"133","Karnataka",2014,0.402836021,0,1,0,103.34879608,30,113.537091567,31,21.925307891,41,123.244133945,41,300.643356333333,301.957659032258,302.114259512195,297.855951707317,5,-0.909225695621643,4.63810963710008,4.73212958148178,5.70592469956417,5.71028680566573,NA,NA,NA,NA,NA,NA
"134","Karnataka",2015,0.43028152,0,1,0,219.3046989,30,98.23472096,31,58.789964841,41,109.899401225,41,299.438280333333,302.137017419355,301.424779268293,298.901154390244,6,-0.843315586841138,5.39046208200688,4.58735972679864,5.7019083206373,5.7108806145482,NA,NA,NA,NA,NA,NA
"135","Karnataka",2016,0.389547862,0,1,0,348.9051153,30,70.14013626,31,9.694203186,41,32.053246969,41,298.845100666667,302.87655516129,303.459868780488,298.300087804878,7,-0.942768540604364,5.85480000930623,4.2504951873962,5.69992538118128,5.71332531378728,NA,NA,NA,NA,NA,NA
"136","Kerala",2002,0.661657476,0,0,0,343.2518915,30,289.6627877,31,134.555628111,41,379.77852107,41,298.080172,299.357984516129,300.16695902439,297.907384634146,-7,-0.413007264801748,5.83846455519371,5.66871744536838,5.69736248387941,5.70164012986058,NA,NA,NA,NA,"310.53","112.45"
"137","Kerala",2003,0.68581183,0,0,0,530.3501119,30,174.72186444,31,180.64419628,41,261.4543777,41,298.390335666667,300.009292580645,300.154183658537,298.066529512195,-6,-0.377151989175003,6.2735373769442,5.16319536351609,5.69840248062908,5.7038134494453,NA,NA,NA,NA,"287.34","102.77"
"138","Kerala",2004,0.648770123,0,0,0,473.9784899,30,447.4562721,31,179.74903021,41,312.39153962,41,297.831918,298.451199354839,300.526141463415,298.270723658537,-5,-0.432676826871337,6.16116194070757,6.10357881696274,5.69652929382159,5.69860643321888,11926400,1698051,NA,47,"289.99","105.36"
"139","Kerala",2005,0.643714122,0,0,0,446.623063,30,162.61390677,31,173.76216634,41,353.94045395,41,298.440040333333,300.18602,300.248765853659,297.895716341464,-4,-0.440500561372856,6.10171497936244,5.09137872094722,5.69856904275051,5.70440234916096,13129393,1894914,NA,NA,"275.74","98.26"
"140","Kerala",2006,0.700571764,0,0,0,389.3765231,30,430.78901485,31,159.48420338,41,495.5174886,41,298.363855333333,299.228798709677,300.196769756098,298.074971707317,-3,-0.355858471628695,5.96454680118736,6.06561844553743,5.69831373275349,5.70120849384028,14166669,2082101,32623.5,NA,"263.54","83.86"
"141","Kerala",2007,0.727624706,0,0,0,651.6059653,30,258.33210243,31,147.9097158,41,399.060177348,41,298.369186666667,299.757471290322,300.711670731707,297.930933170732,-2,-0.317969877444605,6.47944003153559,5.55424597588679,5.69833160115681,5.70297371866897,15409268,2221633,NA,NA,"228.94","77.53"
"142","Kerala",2008,0.638321541,0,0,0,380.1129278,30,216.7796638,31,306.74942669,41,359.9392717,41,298.094865666667,299.391999032258,299.315209268293,298.383035121951,-1,-0.448913139835383,5.94046838699272,5.37888146350532,5.69741177700892,5.7017537482893,16265920,2492744,NA,NA,"234.28","79.39"
"143","Kerala",2009,0.6537246,0,1,0,451.6483871,30,251.7597852,31,171.27329144,41,453.92635586,41,298.374498666667,299.849950645161,300.268815609756,298.824916341464,0,-0.425069117130259,6.11290397246139,5.52847539956227,5.69834940444532,5.70328218501608,NA,NA,NA,NA,"234.02","77.26"
"144","Kerala",2010,0.708102665,0,1,0,585.1408577,30,239.9949946,31,143.695645574,41,398.5659859,41,298.651347333333,300.383622580645,301.194395609756,297.932781463415,1,-0.345166188738778,6.37185260064159,5.48061806729117,5.69927683058061,5.70506039969754,NA,NA,NA,NA,NA,NA
"145","Kerala",2011,0.646686281,0,1,0,467.8836871,30,220.76656253,31,164.5262229,41,359.24758604,41,298.302469333333,299.754241290323,300.074098292683,298.396353414634,2,-0.435893984609563,6.14821973319088,5.39710586511805,5.69810796950633,5.70296294323312,NA,NA,NA,NA,NA,NA
"146","Kerala",2012,0.595920927,0,1,0,448.1145815,30,149.78260646,31,102.93787887,41,295.84190314,41,298.307797333333,299.944356774194,300.562961707317,298.390039512195,3,-0.517647293537396,6.10504896199018,5.00918495259263,5.69812583041251,5.70359698003378,NA,NA,NA,NA,NA,NA
"147","Kerala",2013,0.64075064,0,1,0,799.0231187,30,224.7101895,31,98.07055639,41,239.679136135,41,297.527481,300.092432903226,300.812382439024,298.51752097561,4,-0.445114914908959,6.68338987989086,5.41481152529264,5.69550659382879,5.70409053687758,NA,NA,NA,NA,NA,NA
"148","Kerala",2014,0.644434755,0,1,0,314.6307621,30,322.20133911,31,100.304155726,41,401.24863303,41,299.108952,300.064694193548,301.055843170732,298.584197073171,5,-0.439381695241705,5.75139976747133,5.77517662687949,5.70080789497738,5.70399809871949,NA,NA,NA,NA,NA,NA
"149","Kerala",2015,0.684101397,0,1,0,386.83762407,30,302.7337963,31,173.14379739,41,332.2788132,41,298.669434666667,299.812579032258,300.413344146342,298.893021463415,6,-0.379649131118161,5.95800502893661,5.71285385928327,5.69933739212102,5.70315754286786,NA,NA,NA,NA,NA,NA
